otu,mda_median,iqr25,iqr75,study,rank
Peptostreptococcus,4.29054522894149,4.29054522894149,4.29054522894149,wang,1
Enterococcus,2.33146426662895,2.33146426662895,2.33146426662895,wang,2
Blautia,2.25371642513081,2.25371642513081,2.25371642513081,wang,3
Escherichia.Shigella,2.16049499363788,2.16049499363788,2.16049499363788,wang,4
Klebsiella,1.9797939901604,1.9797939901604,1.9797939901604,wang,5
Erysipelotrichaceae_unclassified,1.94450500427378,1.94450500427378,1.94450500427378,wang,6
Bacteroides,1.72783027774104,1.72783027774104,1.72783027774104,wang,7
Porphyromonas,1.53253015791391,1.53253015791391,1.53253015791391,wang,8
Roseburia,1.33062597289382,1.33062597289382,1.33062597289382,wang,9
Firmicutes_unclassified,1.31612813927475,1.31612813927475,1.31612813927475,wang,10
Faecalibacterium,1.21595055686483,1.21595055686483,1.21595055686483,wang,11
Bifidobacterium,1.21408004209507,1.21408004209507,1.21408004209507,wang,12
Streptococcus,1.16449423943364,1.16449423943364,1.16449423943364,wang,13
Flavonifractor,1.11562621564581,1.11562621564581,1.11562621564581,wang,14
Butyricimonas,0.958821750142729,0.958821750142729,0.958821750142729,wang,15
Clostridiales_unclassified,0.936167439679388,0.936167439679388,0.936167439679388,wang,16
Lachnospiraceae_unclassified,0.840983069105497,0.840983069105497,0.840983069105497,wang,17
Enterobacteriaceae_unclassified,0.83400230528804,0.83400230528804,0.83400230528804,wang,18
Clostridium_XlVa,0.816893744847278,0.816893744847278,0.816893744847278,wang,19
Parvimonas,0.775340515816962,0.775340515816962,0.775340515816962,wang,20
Phascolarctobacterium,0.748349638006133,0.748349638006133,0.748349638006133,wang,21
Ruminococcaceae_unclassified,0.737643727434116,0.737643727434116,0.737643727434116,wang,22
Clostridium_XVIII,0.733741681809831,0.733741681809831,0.733741681809831,wang,23
Eggerthella,0.718696905382937,0.718696905382937,0.718696905382937,wang,24
Dorea,0.716012236684906,0.716012236684906,0.716012236684906,wang,25
Bacteria_unclassified,0.707951407696134,0.707951407696134,0.707951407696134,wang,26
Clostridium_XI,0.689635768403871,0.689635768403871,0.689635768403871,wang,27
Parabacteroides,0.665726801257082,0.665726801257082,0.665726801257082,wang,28
Alistipes,0.63948726638406606,0.63948726638406606,0.63948726638406606,wang,29
Parasutterella,0.598702602216056,0.598702602216056,0.598702602216056,wang,30
Coriobacteriaceae_unclassified,0.506072585748072,0.506072585748072,0.506072585748072,wang,31
Weissella,0.497807257978994,0.497807257978994,0.497807257978994,wang,32
Granulicatella,0.481246667432121,0.481246667432121,0.481246667432121,wang,33
Fusobacterium,0.461314322731235,0.461314322731235,0.461314322731235,wang,34
Turicibacter,0.437910420269922,0.437910420269922,0.437910420269922,wang,35
Prevotella,0.428275827876175,0.428275827876175,0.428275827876175,wang,36
Oscillibacter,0.415350581256377,0.415350581256377,0.415350581256377,wang,37
Bacteroidetes_unclassified,0.366160514820484,0.366160514820484,0.366160514820484,wang,38
Collinsella,0.362563153816085,0.362563153816085,0.362563153816085,wang,39
Lactobacillus,0.359541948624486,0.359541948624486,0.359541948624486,wang,40
Clostridiaceae_1_unclassified,0.33600007271592,0.33600007271592,0.33600007271592,wang,41
Gemella,0.335476605021936,0.335476605021936,0.335476605021936,wang,42
Veillonella,0.32897830492155,0.32897830492155,0.32897830492155,wang,43
Lactococcus,0.32679633068953,0.32679633068953,0.32679633068953,wang,44
Odoribacter,0.32158779416084,0.32158779416084,0.32158779416084,wang,45
Bacteroidales_unclassified,0.31541978096059,0.31541978096059,0.31541978096059,wang,46
Bilophila,0.299186305448138,0.299186305448138,0.299186305448138,wang,47
Ruminococcus,0.296064540573744,0.296064540573744,0.296064540573744,wang,48
Akkermansia,0.293736409087399,0.293736409087399,0.293736409087399,wang,49
Holdemania,0.285162333516345,0.285162333516345,0.285162333516345,wang,50
Clostridium_IV,0.267833893815667,0.267833893815667,0.267833893815667,wang,51
Prevotellaceae_unclassified,0.234915183121308,0.234915183121308,0.234915183121308,wang,52
Burkholderiales_unclassified,0.230115834586691,0.230115834586691,0.230115834586691,wang,53
